Date,Campaign Name,Total Unique Users,Total Visitors Completed,Impressions,Number of Clicks,Number of Conversions,Advertising Channel,Device Type,OS,Browser,Geographic Location,Start Time of Session,End Time of Session,Platform,Total Cost
2023-10-27,fall_campaign,1189,758,4650,3006,1544,Search Engine,Desktop,iOS,Chrome,Calgary,2023-10-27 23:49:28,2023-10-28 03:49:28,Facebook,976
2023-01-29,winter_campaign,643,504,4705,3899,3587,Social Media,Desktop,Android,Chrome,Ottawa,2023-01-29 17:16:05,2023-01-29 19:16:05,Facebook,535
2023-03-30,spring_campaign,527,478,3605,3038,673,Social Media,Desktop,Android,Safari,Toronto,2023-03-30 00:35:05,2023-03-30 03:35:05,Facebook,266
2023-08-10,summer_campaign,1055,934,2171,840,798,Email Marketing,Desktop,iOS,Safari,London,2023-08-10 16:10:57,2023-08-10 20:10:57,Google,511
2023-05-08,spring_campaign,616,402,1355,1102,490,Email Marketing,Mobile,iOS,Firefox,Quebec City,2023-05-08 12:45:52,2023-05-08 15:45:52,YouTube,577
2023-10-09,fall_campaign,605,535,2861,2546,1599,Social Media,Mobile,iOS,Safari,Quebec City,2023-10-09 12:02:59,2023-10-09 17:02:59,Facebook,206
2023-12-23,winter_campaign,1339,1326,1967,144,72,Email Marketing,Desktop,Windows,Safari,Calgary,2023-12-23 00:07:37,2023-12-23 03:07:37,Google,362
2023-07-08,summer_campaign,1781,627,4635,4245,2561,Search Engine,Mobile,Windows,Chrome,Vancouver,2023-07-08 21:56:43,2023-07-09 02:56:43,Google,298
2023-07-28,summer_campaign,822,642,4653,3240,212,Social Media,Mobile,Windows,Chrome,Vancouver,2023-07-28 16:41:45,2023-07-28 17:41:45,Facebook,209
2023-03-25,spring_campaign,1911,979,1898,1201,792,Social Media,Tablet,iOS,Chrome,Quebec City,2023-03-25 23:31:15,2023-03-26 00:31:15,YouTube,978
2023-05-02,spring_campaign,1598,564,2874,627,308,Social Media,Desktop,Android,Safari,Calgary,2023-05-02 01:44:03,2023-05-02 02:44:03,YouTube,691
2023-08-25,summer_campaign,1050,972,4572,1147,614,Search Engine,Tablet,Windows,Chrome,Edmonton,2023-08-25 21:58:29,2023-08-25 23:58:29,Facebook,434
2023-01-10,winter_campaign,1107,846,1235,125,16,Social Media,Tablet,Android,Firefox,Vancouver,2023-01-10 01:12:07,2023-01-10 04:12:07,Google,287
2023-05-22,spring_campaign,1347,1029,4297,3401,1006,Email Marketing,Desktop,Android,Firefox,Montreal,2023-05-22 23:15:01,2023-05-23 00:15:01,YouTube,917
2023-03-31,spring_campaign,1146,1071,3700,1492,627,Email Marketing,Desktop,Windows,Safari,Toronto,2023-03-31 06:15:31,2023-03-31 11:15:31,Google,228
2023-01-06,winter_campaign,1053,1037,1567,415,259,Search Engine,Tablet,iOS,Firefox,Hamilton,2023-01-06 10:49:00,2023-01-06 13:49:00,Facebook,920
2023-12-01,winter_campaign,1394,498,3420,985,158,Social Media,Mobile,iOS,Safari,Quebec City,2023-12-01 09:11:38,2023-12-01 13:11:38,Google,110
2023-03-06,spring_campaign,1354,453,4207,448,189,Search Engine,Mobile,Android,Chrome,Hamilton,2023-03-06 18:52:46,2023-03-06 20:52:46,YouTube,320
2023-03-12,spring_campaign,1602,655,4165,1872,404,Search Engine,Tablet,Windows,Safari,Edmonton,2023-03-12 16:36:01,2023-03-12 17:36:01,Google,557
2023-04-02,spring_campaign,1181,552,2662,2244,375,Email Marketing,Desktop,iOS,Chrome,Hamilton,2023-04-02 15:46:31,2023-04-02 19:46:31,YouTube,522
2023-09-03,fall_campaign,1082,798,3170,2773,803,Email Marketing,Mobile,iOS,Chrome,Ottawa,2023-09-03 19:21:44,2023-09-04 00:21:44,YouTube,189
2023-04-27,spring_campaign,929,742,1451,135,45,Social Media,Mobile,iOS,Firefox,Winnipeg,2023-04-27 02:11:57,2023-04-27 07:11:57,YouTube,498
2023-09-19,fall_campaign,1890,1870,2337,561,242,Search Engine,Desktop,iOS,Firefox,Hamilton,2023-09-19 01:05:43,2023-09-19 05:05:43,YouTube,958
2023-12-06,winter_campaign,829,797,2115,1566,654,Search Engine,Mobile,Android,Chrome,London,2023-12-06 15:38:14,2023-12-06 18:38:14,Google,394
2023-06-09,summer_campaign,1523,1487,3735,3095,2446,Email Marketing,Tablet,Android,Safari,Montreal,2023-06-09 08:47:30,2023-06-09 09:47:30,YouTube,462
2023-12-27,winter_campaign,1042,618,1323,1274,401,Search Engine,Mobile,Android,Firefox,Hamilton,2023-12-27 06:14:42,2023-12-27 07:14:42,Facebook,235
2023-10-27,fall_campaign,979,692,1900,1107,213,Search Engine,Tablet,Android,Chrome,Ottawa,2023-10-27 09:21:34,2023-10-27 14:21:34,Facebook,667
2023-02-25,winter_campaign,1890,1147,4793,125,9,Social Media,Tablet,Windows,Safari,Calgary,2023-02-25 12:13:05,2023-02-25 16:13:05,YouTube,829
2023-11-01,fall_campaign,999,406,4696,1153,799,Search Engine,Mobile,Android,Chrome,London,2023-11-01 15:55:10,2023-11-01 17:55:10,YouTube,733
2023-03-01,spring_campaign,876,426,3885,1338,10,Social Media,Tablet,Windows,Safari,Montreal,2023-03-01 14:35:38,2023-03-01 19:35:38,YouTube,629
2023-06-30,summer_campaign,571,513,2221,1276,378,Search Engine,Desktop,Android,Chrome,Montreal,2023-06-30 16:04:37,2023-06-30 21:04:37,Facebook,315
2023-04-27,spring_campaign,792,509,1766,1637,157,Search Engine,Tablet,Android,Safari,London,2023-04-27 14:27:02,2023-04-27 19:27:02,Google,289
2023-07-01,summer_campaign,511,406,4547,2392,1454,Search Engine,Tablet,Android,Chrome,Vancouver,2023-07-01 11:08:49,2023-07-01 12:08:49,Facebook,874
2023-05-29,spring_campaign,1315,777,1381,336,273,Search Engine,Mobile,Windows,Firefox,Hamilton,2023-05-29 19:22:51,2023-05-29 20:22:51,YouTube,610
2023-11-29,fall_campaign,674,545,1793,1101,109,Email Marketing,Tablet,Android,Firefox,Calgary,2023-11-29 21:23:45,2023-11-29 22:23:45,Facebook,379
2023-04-06,spring_campaign,541,523,3517,1893,192,Social Media,Mobile,iOS,Chrome,Vancouver,2023-04-06 06:07:38,2023-04-06 09:07:38,Google,471
2023-08-02,summer_campaign,1793,819,1099,666,618,Social Media,Desktop,Android,Safari,Toronto,2023-08-02 23:14:10,2023-08-03 03:14:10,Facebook,832
2023-12-30,winter_campaign,871,693,2497,579,494,Search Engine,Mobile,Windows,Safari,Vancouver,2023-12-30 02:47:14,2023-12-30 03:47:14,Facebook,370
2023-06-30,summer_campaign,830,614,1201,253,155,Social Media,Mobile,iOS,Firefox,London,2023-06-30 22:08:05,2023-07-01 01:08:05,Google,712
2023-11-10,fall_campaign,1904,956,4521,920,267,Email Marketing,Mobile,iOS,Safari,Toronto,2023-11-10 18:28:00,2023-11-10 22:28:00,Google,151
2023-08-30,summer_campaign,1592,477,3388,3277,879,Search Engine,Mobile,Android,Safari,Edmonton,2023-08-30 10:35:13,2023-08-30 12:35:13,Google,769
2023-01-24,winter_campaign,1339,658,3086,853,550,Email Marketing,Mobile,Windows,Safari,Edmonton,2023-01-24 02:32:23,2023-01-24 05:32:23,Google,929
2023-11-22,fall_campaign,1584,617,3103,1510,1161,Search Engine,Desktop,iOS,Chrome,London,2023-11-22 21:12:07,2023-11-23 02:12:07,Google,853
2023-02-10,winter_campaign,502,496,2097,1190,401,Social Media,Mobile,Windows,Firefox,Quebec City,2023-02-10 10:36:06,2023-02-10 11:36:06,Facebook,488
2023-04-25,spring_campaign,1220,959,4796,3155,1647,Search Engine,Desktop,Android,Chrome,Montreal,2023-04-25 19:56:17,2023-04-26 00:56:17,Facebook,213
2023-09-24,fall_campaign,1703,976,1946,530,364,Search Engine,Desktop,Windows,Firefox,Ottawa,2023-09-24 08:49:01,2023-09-24 13:49:01,Facebook,922
2023-01-11,winter_campaign,834,706,2039,190,189,Social Media,Mobile,Android,Chrome,Ottawa,2023-01-11 19:18:33,2023-01-11 21:18:33,YouTube,414
2023-08-29,summer_campaign,1150,571,4071,3579,1664,Search Engine,Desktop,Windows,Chrome,Edmonton,2023-08-29 20:23:49,2023-08-29 23:23:49,Google,905
2023-05-13,spring_campaign,1445,461,4933,1577,153,Search Engine,Mobile,iOS,Chrome,Montreal,2023-05-13 04:24:23,2023-05-13 05:24:23,Google,389
2023-05-08,spring_campaign,1018,562,2754,850,16,Social Media,Desktop,Android,Firefox,Winnipeg,2023-05-08 07:09:59,2023-05-08 09:09:59,YouTube,957
2023-10-05,fall_campaign,880,686,1050,55,39,Search Engine,Desktop,Android,Chrome,Toronto,2023-10-05 20:01:56,2023-10-06 01:01:56,Facebook,283
2023-12-08,winter_campaign,540,487,3458,836,765,Email Marketing,Desktop,Android,Chrome,Edmonton,2023-12-08 15:35:15,2023-12-08 20:35:15,YouTube,802
2023-09-30,fall_campaign,1421,1187,2061,1061,57,Search Engine,Mobile,Windows,Firefox,Ottawa,2023-09-30 23:55:51,2023-10-01 04:55:51,YouTube,251
2023-08-15,summer_campaign,1553,1130,2198,1043,841,Email Marketing,Tablet,Android,Chrome,Edmonton,2023-08-15 22:43:28,2023-08-16 01:43:28,Google,655
2023-05-09,spring_campaign,1080,582,4234,1080,88,Search Engine,Tablet,Windows,Safari,Winnipeg,2023-05-09 03:57:36,2023-05-09 07:57:36,Facebook,391
2023-12-31,winter_campaign,759,600,3418,1088,233,Social Media,Desktop,Windows,Firefox,Ottawa,2023-12-31 20:31:04,2024-01-01 01:31:04,YouTube,697
2023-07-11,summer_campaign,1044,594,4842,3033,733,Email Marketing,Desktop,iOS,Chrome,Toronto,2023-07-11 00:35:12,2023-07-11 03:35:12,Facebook,967
2023-04-05,spring_campaign,834,641,2580,2543,1510,Search Engine,Desktop,iOS,Chrome,Winnipeg,2023-04-05 12:47:23,2023-04-05 16:47:23,Google,312
2023-10-12,fall_campaign,1109,784,1775,1154,302,Search Engine,Mobile,Windows,Safari,Quebec City,2023-10-12 07:02:01,2023-10-12 12:02:01,YouTube,341
2023-04-22,spring_campaign,921,643,4647,1790,1751,Email Marketing,Tablet,Android,Safari,Toronto,2023-04-22 15:23:12,2023-04-22 20:23:12,YouTube,864
2023-07-27,summer_campaign,1043,571,1458,583,408,Email Marketing,Mobile,iOS,Safari,Montreal,2023-07-27 20:45:50,2023-07-27 23:45:50,Facebook,947
2023-11-27,fall_campaign,1360,1197,4765,4587,2916,Search Engine,Desktop,Android,Chrome,Vancouver,2023-11-27 01:06:40,2023-11-27 06:06:40,Facebook,810
2023-12-25,winter_campaign,1492,925,1356,134,42,Email Marketing,Mobile,Windows,Chrome,Ottawa,2023-12-25 20:30:32,2023-12-25 22:30:32,Facebook,533
2023-10-04,fall_campaign,1136,917,1534,928,374,Search Engine,Desktop,iOS,Safari,Ottawa,2023-10-04 09:11:21,2023-10-04 12:11:21,Google,118
2023-03-28,spring_campaign,1311,1054,1134,1008,507,Email Marketing,Tablet,Android,Firefox,Hamilton,2023-03-28 12:29:31,2023-03-28 16:29:31,Google,966
2023-12-06,winter_campaign,1842,654,3193,2770,2385,Search Engine,Tablet,iOS,Safari,Winnipeg,2023-12-06 16:08:39,2023-12-06 20:08:39,Facebook,225
2023-05-24,spring_campaign,915,451,2178,398,378,Social Media,Tablet,iOS,Chrome,Vancouver,2023-05-24 05:14:35,2023-05-24 08:14:35,Google,169
2023-02-02,winter_campaign,1092,690,1253,149,6,Search Engine,Tablet,Windows,Safari,Vancouver,2023-02-02 16:41:17,2023-02-02 18:41:17,YouTube,791
2023-03-03,spring_campaign,585,579,4787,4351,4057,Email Marketing,Desktop,iOS,Firefox,London,2023-03-03 22:37:20,2023-03-03 23:37:20,Facebook,217
2023-11-10,fall_campaign,748,595,3692,1793,26,Email Marketing,Tablet,Windows,Chrome,Vancouver,2023-11-10 20:56:19,2023-11-10 22:56:19,YouTube,264
2023-11-02,fall_campaign,1507,1421,3482,1052,684,Social Media,Mobile,Windows,Safari,Hamilton,2023-11-02 22:29:30,2023-11-03 00:29:30,Google,171
2023-01-22,winter_campaign,1487,914,4484,2269,938,Search Engine,Desktop,Windows,Firefox,Montreal,2023-01-22 16:31:49,2023-01-22 17:31:49,YouTube,160
2023-12-25,winter_campaign,1650,1433,3934,3853,1696,Search Engine,Desktop,Windows,Firefox,Montreal,2023-12-25 12:07:38,2023-12-25 15:07:38,Google,113
2023-06-11,summer_campaign,1095,477,1347,397,346,Email Marketing,Desktop,Windows,Firefox,Vancouver,2023-06-11 11:18:37,2023-06-11 16:18:37,Google,332
2023-02-27,winter_campaign,1227,571,2039,119,49,Social Media,Mobile,iOS,Chrome,Montreal,2023-02-27 18:07:15,2023-02-27 22:07:15,YouTube,456
2023-02-12,winter_campaign,1044,675,4564,2670,1410,Social Media,Mobile,Windows,Safari,Calgary,2023-02-12 02:06:48,2023-02-12 06:06:48,Facebook,935
2023-05-25,spring_campaign,516,411,4638,4224,3973,Email Marketing,Tablet,iOS,Firefox,Ottawa,2023-05-25 11:40:05,2023-05-25 12:40:05,YouTube,481
2023-11-15,fall_campaign,872,406,2859,329,78,Search Engine,Mobile,iOS,Firefox,Ottawa,2023-11-15 20:35:19,2023-11-16 01:35:19,Facebook,551
2023-03-30,spring_campaign,527,460,3834,3214,2907,Social Media,Tablet,iOS,Chrome,Winnipeg,2023-03-30 08:27:34,2023-03-30 09:27:34,Facebook,560
2023-11-04,fall_campaign,1878,976,4581,633,134,Email Marketing,Tablet,iOS,Safari,London,2023-11-04 21:10:50,2023-11-05 00:10:50,YouTube,590
2023-06-24,summer_campaign,1753,988,4854,1414,1192,Email Marketing,Desktop,iOS,Safari,Montreal,2023-06-24 23:11:06,2023-06-25 04:11:06,YouTube,666
2023-11-17,fall_campaign,737,654,2866,1863,1297,Email Marketing,Desktop,Windows,Safari,London,2023-11-17 14:27:20,2023-11-17 17:27:20,YouTube,866
2023-11-28,fall_campaign,1453,1168,1986,1091,233,Email Marketing,Desktop,iOS,Firefox,Montreal,2023-11-28 14:48:45,2023-11-28 16:48:45,Google,233
2023-02-18,winter_campaign,1657,723,1877,1340,329,Social Media,Desktop,iOS,Firefox,Edmonton,2023-02-18 04:39:12,2023-02-18 08:39:12,Google,246
2023-04-18,spring_campaign,1750,458,2236,811,458,Search Engine,Tablet,Android,Chrome,Edmonton,2023-04-18 06:48:42,2023-04-18 11:48:42,Facebook,978
2023-03-25,spring_campaign,1107,452,4903,4637,2714,Email Marketing,Tablet,Android,Chrome,Winnipeg,2023-03-25 17:18:31,2023-03-25 18:18:31,Google,348
2023-07-15,summer_campaign,1739,902,1892,624,24,Search Engine,Mobile,Android,Safari,Vancouver,2023-07-15 05:17:32,2023-07-15 08:17:32,Facebook,455
2023-05-09,spring_campaign,803,422,1291,945,640,Email Marketing,Mobile,Android,Chrome,Toronto,2023-05-09 02:22:11,2023-05-09 03:22:11,YouTube,881
2023-06-20,summer_campaign,1854,655,1875,709,149,Search Engine,Desktop,iOS,Safari,Quebec City,2023-06-20 19:48:39,2023-06-20 23:48:39,Facebook,563
2023-07-26,summer_campaign,1335,842,3912,1535,1139,Search Engine,Tablet,Android,Chrome,London,2023-07-26 08:33:32,2023-07-26 12:33:32,Google,762
2023-04-16,spring_campaign,1151,1102,4577,4023,3226,Social Media,Desktop,Windows,Safari,Vancouver,2023-04-16 04:36:40,2023-04-16 08:36:40,Facebook,154
2023-01-25,winter_campaign,1119,727,1585,1244,443,Search Engine,Tablet,Android,Chrome,Hamilton,2023-01-25 15:14:59,2023-01-25 19:14:59,Facebook,489
2023-05-21,spring_campaign,773,575,2337,2321,1633,Search Engine,Desktop,Android,Firefox,Winnipeg,2023-05-21 02:03:59,2023-05-21 05:03:59,Facebook,402
2023-05-11,spring_campaign,1365,1331,3759,645,237,Social Media,Tablet,Windows,Safari,Ottawa,2023-05-11 08:04:45,2023-05-11 10:04:45,Google,846
2023-01-14,winter_campaign,1859,1555,3700,3005,1957,Email Marketing,Tablet,iOS,Firefox,Toronto,2023-01-14 03:46:07,2023-01-14 07:46:07,YouTube,128
2023-01-06,winter_campaign,1822,1224,1233,1037,974,Search Engine,Desktop,iOS,Chrome,Hamilton,2023-01-06 12:27:15,2023-01-06 14:27:15,YouTube,437
2023-02-10,winter_campaign,1152,411,2798,2749,1630,Social Media,Desktop,Android,Firefox,Quebec City,2023-02-10 02:12:22,2023-02-10 05:12:22,Google,551
2023-02-19,winter_campaign,624,615,1596,940,568,Search Engine,Desktop,Android,Firefox,Edmonton,2023-02-19 11:40:46,2023-02-19 16:40:46,Google,453
2023-08-17,summer_campaign,1347,949,2045,772,292,Email Marketing,Mobile,iOS,Firefox,Hamilton,2023-08-17 04:15:54,2023-08-17 08:15:54,Google,886
2023-03-07,spring_campaign,1005,413,2944,1121,552,Email Marketing,Tablet,Windows,Chrome,Montreal,2023-03-07 17:48:54,2023-03-07 22:48:54,Google,774
2023-08-01,summer_campaign,1954,1779,4057,1238,993,Social Media,Mobile,iOS,Safari,London,2023-08-01 13:29:09,2023-08-01 14:29:09,Google,344
2023-12-16,winter_campaign,982,833,1668,439,69,Social Media,Mobile,iOS,Safari,Winnipeg,2023-12-16 19:55:33,2023-12-16 20:55:33,Facebook,999
2023-09-10,fall_campaign,656,578,3638,2306,2085,Search Engine,Desktop,Android,Firefox,Hamilton,2023-09-10 08:36:36,2023-09-10 10:36:36,Google,108
2023-03-13,spring_campaign,1332,804,1848,379,366,Email Marketing,Mobile,iOS,Chrome,Hamilton,2023-03-13 22:17:34,2023-03-14 03:17:34,Facebook,664
2023-10-27,fall_campaign,1300,485,4273,1046,135,Email Marketing,Mobile,Android,Chrome,Vancouver,2023-10-27 20:22:19,2023-10-27 22:22:19,Google,830
2023-10-23,fall_campaign,722,535,2976,1794,1438,Social Media,Mobile,Android,Chrome,Vancouver,2023-10-23 08:16:46,2023-10-23 11:16:46,YouTube,470
2023-06-27,summer_campaign,1418,470,1316,1046,151,Email Marketing,Tablet,Android,Safari,Calgary,2023-06-27 14:06:06,2023-06-27 15:06:06,Facebook,141
2023-06-17,summer_campaign,1038,992,4707,3986,705,Email Marketing,Tablet,iOS,Firefox,Hamilton,2023-06-17 22:55:14,2023-06-18 01:55:14,Facebook,529
2023-07-08,summer_campaign,1646,825,2655,2315,1854,Social Media,Desktop,iOS,Chrome,Quebec City,2023-07-08 23:50:23,2023-07-09 00:50:23,YouTube,132
2023-12-18,winter_campaign,575,489,1173,816,413,Search Engine,Mobile,Android,Safari,Calgary,2023-12-18 14:55:39,2023-12-18 15:55:39,YouTube,993
2023-12-03,winter_campaign,1013,619,1987,1595,594,Social Media,Desktop,Windows,Firefox,Ottawa,2023-12-03 11:38:52,2023-12-03 14:38:52,Facebook,502
2023-03-25,spring_campaign,1038,804,4303,422,376,Social Media,Desktop,Windows,Firefox,Ottawa,2023-03-25 00:14:15,2023-03-25 01:14:15,YouTube,461
2023-01-20,winter_campaign,1661,829,2329,590,302,Search Engine,Tablet,Windows,Safari,Quebec City,2023-01-20 18:19:25,2023-01-20 20:19:25,Google,304
2023-09-16,fall_campaign,1025,646,2855,2716,801,Email Marketing,Desktop,iOS,Chrome,Quebec City,2023-09-16 02:29:31,2023-09-16 06:29:31,Google,876
2023-07-21,summer_campaign,1417,569,4397,495,46,Social Media,Tablet,Android,Safari,Edmonton,2023-07-21 08:22:51,2023-07-21 09:22:51,Google,499
2023-03-14,spring_campaign,1556,742,3500,2412,338,Social Media,Mobile,Android,Chrome,Hamilton,2023-03-14 02:04:19,2023-03-14 04:04:19,YouTube,620
2023-07-17,summer_campaign,756,553,4209,3381,2800,Search Engine,Mobile,Windows,Chrome,Toronto,2023-07-17 23:05:24,2023-07-18 00:05:24,Facebook,822
2023-03-09,spring_campaign,1769,1496,2938,508,363,Search Engine,Tablet,Android,Safari,Quebec City,2023-03-09 07:41:32,2023-03-09 11:41:32,Google,548
2023-08-11,summer_campaign,1860,1714,2992,1618,1418,Search Engine,Mobile,iOS,Chrome,Edmonton,2023-08-11 10:22:25,2023-08-11 14:22:25,Google,339
2023-03-03,spring_campaign,1878,1397,3071,170,88,Search Engine,Mobile,iOS,Safari,Winnipeg,2023-03-03 23:36:11,2023-03-04 02:36:11,Facebook,807
2023-09-17,fall_campaign,1720,1104,1231,327,233,Email Marketing,Desktop,Android,Safari,Vancouver,2023-09-17 22:11:18,2023-09-18 00:11:18,Google,725
2023-09-25,fall_campaign,1133,698,4981,651,366,Search Engine,Desktop,Android,Safari,Ottawa,2023-09-25 23:29:21,2023-09-26 03:29:21,Facebook,998
2023-09-14,fall_campaign,1524,1360,4256,1515,1031,Search Engine,Tablet,iOS,Firefox,Montreal,2023-09-14 10:05:27,2023-09-14 14:05:27,Facebook,298
2023-12-31,winter_campaign,1937,1477,2347,405,143,Social Media,Desktop,Android,Firefox,Quebec City,2023-12-31 10:55:10,2023-12-31 14:55:10,Google,233
2023-12-23,winter_campaign,634,453,1092,173,144,Email Marketing,Desktop,Windows,Safari,Quebec City,2023-12-23 23:37:14,2023-12-24 01:37:14,YouTube,502
2023-03-01,spring_campaign,1247,755,1608,862,60,Email Marketing,Mobile,Android,Safari,Vancouver,2023-03-01 05:08:13,2023-03-01 08:08:13,Google,113
2023-11-09,fall_campaign,1583,659,1967,1809,818,Search Engine,Desktop,iOS,Safari,Hamilton,2023-11-09 13:46:28,2023-11-09 16:46:28,Google,578
2023-12-08,winter_campaign,857,591,4766,4502,943,Social Media,Tablet,Android,Firefox,Vancouver,2023-12-08 23:34:50,2023-12-09 02:34:50,Google,433
2023-02-06,winter_campaign,1246,1225,3515,2300,1044,Social Media,Tablet,Android,Safari,Winnipeg,2023-02-06 05:27:38,2023-02-06 08:27:38,Facebook,547
2023-02-28,winter_campaign,1029,597,3199,1753,14,Search Engine,Desktop,iOS,Firefox,Ottawa,2023-02-28 02:55:32,2023-02-28 07:55:32,YouTube,828
2023-04-22,spring_campaign,1924,484,4788,1626,591,Search Engine,Mobile,iOS,Chrome,Edmonton,2023-04-22 01:55:46,2023-04-22 04:55:46,YouTube,388
2023-11-25,fall_campaign,1517,1204,3516,2589,1492,Search Engine,Mobile,iOS,Safari,Winnipeg,2023-11-25 08:20:01,2023-11-25 11:20:01,Google,469
2023-10-18,fall_campaign,961,762,3715,557,64,Search Engine,Mobile,iOS,Firefox,Edmonton,2023-10-18 02:58:33,2023-10-18 07:58:33,Google,457
2023-11-25,fall_campaign,950,767,2628,2017,1095,Social Media,Desktop,Windows,Safari,Vancouver,2023-11-25 23:44:36,2023-11-26 00:44:36,YouTube,165
2023-03-29,spring_campaign,962,859,2698,748,604,Email Marketing,Mobile,Android,Chrome,Hamilton,2023-03-29 13:08:56,2023-03-29 16:08:56,Facebook,957
2023-12-04,winter_campaign,1250,572,3083,1518,473,Email Marketing,Desktop,Windows,Firefox,Toronto,2023-12-04 02:52:55,2023-12-04 05:52:55,Google,104
2023-02-15,winter_campaign,1446,690,4653,3726,2081,Search Engine,Tablet,Android,Firefox,Edmonton,2023-02-15 16:21:50,2023-02-15 19:21:50,Google,358
2023-05-03,spring_campaign,963,578,3401,581,286,Social Media,Desktop,Android,Firefox,Toronto,2023-05-03 23:14:06,2023-05-04 03:14:06,Google,280
2023-02-25,winter_campaign,1443,938,2349,2088,1105,Social Media,Desktop,Windows,Safari,Montreal,2023-02-25 18:57:16,2023-02-25 19:57:16,Google,791
2023-03-22,spring_campaign,573,411,2663,543,112,Search Engine,Tablet,iOS,Chrome,Edmonton,2023-03-22 05:52:38,2023-03-22 10:52:38,Google,768
2023-08-30,summer_campaign,1995,432,1136,502,11,Social Media,Desktop,Android,Chrome,London,2023-08-30 01:07:27,2023-08-30 03:07:27,Facebook,289
2023-08-18,summer_campaign,1080,640,2074,753,38,Email Marketing,Mobile,Windows,Safari,Hamilton,2023-08-18 20:49:04,2023-08-19 01:49:04,Facebook,146
2023-06-19,summer_campaign,796,426,1167,758,713,Social Media,Tablet,Android,Chrome,London,2023-06-19 09:15:39,2023-06-19 14:15:39,Google,639
2023-07-24,summer_campaign,1679,1210,3253,142,136,Search Engine,Mobile,iOS,Safari,Ottawa,2023-07-24 15:53:00,2023-07-24 19:53:00,Facebook,562
2023-02-11,winter_campaign,1064,520,2571,1135,854,Email Marketing,Desktop,Android,Firefox,London,2023-02-11 16:52:43,2023-02-11 19:52:43,YouTube,964
2023-08-23,summer_campaign,1622,1516,1053,767,243,Social Media,Tablet,iOS,Chrome,Winnipeg,2023-08-23 02:12:22,2023-08-23 03:12:22,Facebook,285
2023-09-19,fall_campaign,1804,994,4903,2895,1937,Social Media,Desktop,Windows,Firefox,Hamilton,2023-09-19 17:53:23,2023-09-19 21:53:23,Google,692
2023-08-17,summer_campaign,726,499,2433,674,84,Email Marketing,Mobile,Windows,Firefox,Quebec City,2023-08-17 12:50:04,2023-08-17 15:50:04,Facebook,481
2023-01-02,winter_campaign,1979,616,4867,4420,3072,Email Marketing,Tablet,Windows,Firefox,Toronto,2023-01-02 19:44:56,2023-01-02 22:44:56,Google,639
2023-01-16,winter_campaign,1580,1415,4710,807,179,Search Engine,Tablet,Android,Chrome,Calgary,2023-01-16 16:24:08,2023-01-16 18:24:08,Facebook,527
2023-12-23,winter_campaign,1744,1182,3670,420,418,Search Engine,Desktop,Android,Safari,London,2023-12-23 20:14:14,2023-12-24 00:14:14,Facebook,215
2023-12-22,winter_campaign,1718,967,4819,4214,3117,Email Marketing,Desktop,Windows,Chrome,Quebec City,2023-12-22 20:09:10,2023-12-22 21:09:10,Google,622
2023-01-23,winter_campaign,1074,607,4596,1542,1519,Search Engine,Desktop,Android,Safari,Calgary,2023-01-23 01:22:31,2023-01-23 04:22:31,Facebook,810
2023-03-15,spring_campaign,1838,425,1222,777,176,Email Marketing,Desktop,iOS,Chrome,Quebec City,2023-03-15 11:56:01,2023-03-15 16:56:01,YouTube,713
2023-02-06,winter_campaign,1985,1765,2757,2033,1966,Search Engine,Tablet,iOS,Safari,Hamilton,2023-02-06 01:25:14,2023-02-06 05:25:14,YouTube,124
2023-09-06,fall_campaign,989,947,3844,756,144,Email Marketing,Tablet,Android,Firefox,Hamilton,2023-09-06 06:40:48,2023-09-06 09:40:48,Google,289
2023-06-03,summer_campaign,1454,517,3592,2056,1587,Email Marketing,Desktop,Android,Chrome,Quebec City,2023-06-03 11:07:58,2023-06-03 14:07:58,Facebook,884
2023-06-06,summer_campaign,1507,434,4080,2858,1201,Search Engine,Mobile,iOS,Firefox,Montreal,2023-06-06 06:23:19,2023-06-06 11:23:19,Facebook,450
2023-07-23,summer_campaign,1088,504,3152,3110,1231,Search Engine,Mobile,Windows,Safari,Winnipeg,2023-07-23 08:57:15,2023-07-23 09:57:15,Google,297
2023-05-24,spring_campaign,1877,1803,4127,2886,330,Search Engine,Tablet,Windows,Safari,Toronto,2023-05-24 11:36:41,2023-05-24 12:36:41,Facebook,480
2023-02-06,winter_campaign,1250,893,1856,1300,156,Search Engine,Tablet,Android,Chrome,Vancouver,2023-02-06 14:03:26,2023-02-06 19:03:26,Facebook,708
2023-03-14,spring_campaign,1051,628,4542,1518,996,Search Engine,Mobile,Android,Firefox,Hamilton,2023-03-14 00:58:36,2023-03-14 04:58:36,YouTube,867
2023-06-17,summer_campaign,1847,843,4101,1470,1362,Email Marketing,Desktop,Windows,Firefox,Hamilton,2023-06-17 14:21:00,2023-06-17 18:21:00,Google,955
2023-09-11,fall_campaign,574,511,4691,2840,1012,Social Media,Mobile,Windows,Chrome,Winnipeg,2023-09-11 23:31:59,2023-09-12 02:31:59,Facebook,887
2023-11-03,fall_campaign,1032,646,2380,2363,281,Social Media,Tablet,Android,Chrome,Toronto,2023-11-03 14:45:55,2023-11-03 17:45:55,YouTube,504
